geneid		r		left		right
ENSG00000249627		4		158736162		158736632
ENSG00000229403		7		51681947		51698566
ENSG00000248676		4		100515956		100547070
ENSG00000233960		7		52232931		52260609
ENSG00000245322		4		100871163		101116256
ENSG00000234304		7		52959530		52965500
ENSG00000121858		3		172223298		172241297
ENSG00000186148		2		110693919		110742667
ENSG00000251158		5		69194694		69199025
ENSG00000228189		9		91242104		91267075
ENSG00000232946		9		6675284		6675614
ENSG00000229611		9		6704471		6707780
ENSG00000225489		9		6716548		6727438
ENSG00000250763		5		69274357		69293569
ENSG00000137252		6		55039050		55147418
ENSG00000198221		6		168224556		168227389
ENSG00000197475		8		39308564		39380371
ENSG00000240069		2		110741635		110742565
ENSG00000249230		5		69281031		69281328
ENSG00000179978		5		69390202		69424261
ENSG00000235994		6		168376604		168380456
ENSG00000225108		2		110744516		110745971
ENSG00000232112		3		48481667		48485616
ENSG00000229921		6		168393502		168397757
ENSG00000253492		5		69428506		69428800
ENSG00000225856		9		91585802		91586256
ENSG00000254701		5		69435402		69503572
ENSG00000204588		2		110744640		110753717
ENSG00000235721		2		110765252		110768360
ENSG00000230940		9		134907273		134952977
ENSG00000232235		Y		9003694		9005311
ENSG00000251007		5		69510769		69511950
ENSG00000228658		9		91586553		91591213
ENSG00000224992		9		135644840		135645599
ENSG00000231632		9		91624949		91625393
ENSG00000224945		9		91703519		91724849
ENSG00000233800		9		135822456		135826943
ENSG00000253816		5		69515745		69580686
ENSG00000229730		2		110769842		110770178
ENSG00000055813		2		56411258		56613308
ENSG00000253972		8		120227351		120259088
ENSG00000227098		2		177710721		177714156
ENSG00000233370		2		110941631		110942756
ENSG00000236501		2		177855236		178029244
ENSG00000250867		5		69528819		69530000
ENSG00000226259		5		69711179		69743885
ENSG00000229337		2		178020350		178077390
ENSG00000231799		9		92064473		92065669
ENSG00000226273		2		178042423		178042983
ENSG00000223970		7		53070113		53071122
ENSG00000213069		2		178062713		178063275
ENSG00000225460		9		92087152		92087607
ENSG00000225808		2		178093919		178094234
ENSG00000227344		7		53255081		53256631
ENSG00000222043		2		178129087		178130243
ENSG00000175701		2		110969106		111002997
ENSG00000237372		9		92316566		92334585
ENSG00000234105		7		53582685		53584809
ENSG00000213963		2		178148236		178257419
ENSG00000187871		6		55192267		55267291
ENSG00000228627		7		53626907		53635942
ENSG00000226779		3		174952651		174988885
ENSG00000205628		7		53723202		53879624
ENSG00000236241		3		175392875		175394589
ENSG00000250092		4		21583719		21615351
ENSG00000261760		2		110988683		111043433
ENSG00000214192		3		175436019		175436458
ENSG00000225552		3		175490933		175494121
ENSG00000260217		3		175656717		175658825
ENSG00000242768		4		21658134		21658492
ENSG00000028116		2		58134786		58387055
ENSG00000230362		3		175695285		175696358
ENSG00000248343		4		21699073		21720649
ENSG00000227516		6		41836360		41837469
ENSG00000223946		6		41997791		41999120
ENSG00000176248		9		140069236		140082989
ENSG00000261068		6		42059976		42061997
ENSG00000237178		2		178209171		178209564
ENSG00000237655		2		178467817		178483300
ENSG00000226206		9		92501142		92523200
ENSG00000154813		3		16299485		16306479
ENSG00000229941		2		178563157		178588017
ENSG00000237107		6		42467448		42467760
ENSG00000236357		3		175785830		175786696
ENSG00000213435		6		42694972		42695438
ENSG00000238026		3		175831490		175832325
ENSG00000236664		2		178817838		178876716
ENSG00000213962		2		178862000		178863497
ENSG00000224408		Y		9021303		9023412
ENSG00000226991		2		111116367		111116703
ENSG00000229744		2		178882720		178883192
ENSG00000223715		3		176321931		176353320
ENSG00000250403		4		100911894		100912634
ENSG00000234768		6		168595038		168605181
ENSG00000249909		2		178957230		178969197
ENSG00000248820		4		100962998		100963261
ENSG00000248125		5		144809431		144830662
ENSG00000238154		Y		9027238		9042220
ENSG00000231113		6		42908102		42911708
ENSG00000237987		6		168625959		168627197
ENSG00000231108		9		6734598		6735076
ENSG00000230650		2		111118185		111121314
ENSG00000232461		3		176361729		176585626
ENSG00000181524		6		42924083		42924503
ENSG00000227241		2		178970364		178970480
ENSG00000249710		4		101111190		101136662
ENSG00000228361		6		168630412		168641395
ENSG00000249363		5		145107923		145108912
ENSG00000228308		3		176531943		176534789
ENSG00000245261		6		43181539		43191598
ENSG00000240893		3		112455294		112468166
ENSG00000260931		2		179265561		179267618
ENSG00000231888		3		176728507		176728855
ENSG00000219222		6		43277969		43278095
ENSG00000256968		9		6748703		6748981
ENSG00000248493		5		145376781		145377566
ENSG00000242770		3		112521325		112531666
ENSG00000231310		3		176762649		176765711
ENSG00000234647		6		168643618		168663261
ENSG00000223960		2		179278666		179303866
ENSG00000175772		2		111132715		111142019
ENSG00000203645		3		177012230		177041206
ENSG00000240057		3		112738379		112902148
ENSG00000251556		5		145478969		145499975
ENSG00000234907		9		135837898		135838054
ENSG00000220614		6		43295872		43296214
ENSG00000196205		9		135894816		135896553
ENSG00000236893		3		177014949		177016174
ENSG00000226782		3		177055416		177066954
ENSG00000179157		6		43331217		43331957
ENSG00000226065		2		111140689		111142219
ENSG00000230711		6		168687585		168690030
ENSG00000228221		3		177159709		177470093
ENSG00000224417		6		168700863		168702794
ENSG00000243483		3		112760237		112760661
ENSG00000241219		3		112769759		112782290
ENSG00000260771		6		168775377		168776035
ENSG00000238082		2		179319443		179320155
ENSG00000232924		Y		9068524		9068856
ENSG00000243795		3		112861197		112886666
ENSG00000239602		5		145517318		145517944
ENSG00000237298		2		179385910		179639402
ENSG00000226558		6		43331958		43332032
ENSG00000236385		3		177339170		177346075
ENSG00000184115		2		111143988		111192743
ENSG00000219470		6		43506559		43507440
ENSG00000240751		3		113079114		113080166
ENSG00000243849		3		113122838		113152839
ENSG00000239317		5		145518334		145518571
ENSG00000228561		3		177401415		177409038
ENSG00000250025		5		145686661		145756526
ENSG00000197038		Y		9148739		9160483
ENSG00000231574		3		177534653		177617012
ENSG00000203362		6		43555967		43559099
ENSG00000239453		3		113307595		113309036
ENSG00000218107		6		43673686		43674488
ENSG00000239280		3		113459670		113460101
ENSG00000225790		3		177652611		177655450
ENSG00000251027		5		106150898		106346715
ENSG00000242659		3		113465719		113466255
ENSG00000198685		3		128290843		128294929
ENSG00000223930		3		177919838		178103205
ENSG00000240776		3		113569084		113569578
ENSG00000241889		3		113604145		113604878
ENSG00000163902		3		128338817		128399918
ENSG00000240375		3		113638069		113639047
ENSG00000253398		8		120432150		120474590
ENSG00000223941		3		178136989		178175097
ENSG00000236961		6		43690523		43705571
ENSG00000240912		3		113822096		113822475
ENSG00000236507		9		92503174		92504508
ENSG00000230596		2		111144092		111145013
ENSG00000241490		3		113933160		113955051
ENSG00000254037		8		120492519		120493015
ENSG00000223469		6		43819494		43820070
ENSG00000146151		6		55299167		55444012
ENSG00000237686		6		43963460		44042389
ENSG00000240487		3		113950245		113951868
ENSG00000237978		3		178244293		178578193
ENSG00000259976		3		114033348		114035026
ENSG00000231881		6		44041650		44045689
ENSG00000227574		2		111206819		111208641
ENSG00000231583		2		111257677		111257812
ENSG00000183239		6		44056979		44057433
ENSG00000241560		3		114070658		114107825
ENSG00000250344		4		121992584		122001631
ENSG00000254254		8		57358366		57464626
ENSG00000250273		5		106530857		106531033
ENSG00000262179		6		44184676		44185973
ENSG00000112379		6		138483058		138665800
ENSG00000232808		Y		9167489		9172441
ENSG00000152292		2		85645844		85664152
ENSG00000248842		5		145780544		145786922
ENSG00000225560		Y		9185120		9193010
ENSG00000249937		5		17684693		17955966
ENSG00000213480		4		122290588		122291500
ENSG00000250407		5		145942789		145996567
ENSG00000248568		5		146085944		146087163
ENSG00000215199		9		34922181		34922918
ENSG00000249034		5		140240341		140243224
ENSG00000240825		9		34979685		34982541
ENSG00000249158		5		140248689		140391929
ENSG00000253853		8		2584858		2680004
ENSG00000254181		8		81507050		81507938
ENSG00000224062		4		122372696		122373122
ENSG00000250039		4		21950638		22331953
ENSG00000168658		2		98703579		98929762
ENSG00000250475		4		158889564		158890767
ENSG00000233148		9		35010700		35011282
ENSG00000240785		5		18049659		18049981
ENSG00000228383		Y		9205412		9235047
ENSG00000261501		4		122791738		122794003
ENSG00000230581		9		6834456		6835577
ENSG00000248693		5		18704542		18746282
ENSG00000249191		5		18886731		18887204
ENSG00000253541		8		57389385		57390546
ENSG00000229102		3		178819154		178865761
ENSG00000253162		8		3230875		3232748
ENSG00000240429		3		178976816		178979061
ENSG00000249927		5		18894011		18894277
ENSG00000244538		4		22595819		22596073
ENSG00000112983		5		137475455		137514675
ENSG00000260743		3		179058110		179059675
ENSG00000249285		5		18908975		18909652
ENSG00000269728		3		179113877		179115965
ENSG00000234181		9		35096375		35098138
ENSG00000198087		6		47445525		47594999
ENSG00000242539		3		179114749		179116979
ENSG00000249174		5		18965970		19142455
ENSG00000250340		4		59390680		59402493
ENSG00000254774		8		11410733		11411716
ENSG00000250078		4		59428330		59431287
ENSG00000162415		1		45482071		45771881
ENSG00000251339		4		59646791		59849870
ENSG00000249553		5		146293770		146299069
ENSG00000114544		3		125725198		125820404
ENSG00000250343		5		146559767		146614422
ENSG00000237530		6		44492996		44494491
ENSG00000251487		5		19035306		19038908
ENSG00000106636		7		44240567		44253893
ENSG00000219384		6		45126607		45127248
ENSG00000255518		8		11413760		11415531
ENSG00000261080		6		45541083		45544507
ENSG00000255905		6		169067733		169068243
ENSG00000231769		6		46064830		46097443
ENSG00000242654		5		19041118		19041495
ENSG00000249557		5		19233475		19234596
ENSG00000216519		6		136639099		136639374
ENSG00000232418		7		53854860		53854991
ENSG00000235454		7		53929926		53931032
ENSG00000238131		7		53994369		54015437
ENSG00000231427		7		54398390		54417542
ENSG00000237073		9		116332470		116352299
ENSG00000213673		7		54487137		54488021
ENSG00000157240		7		90893783		90898123
ENSG00000217334		6		86441089		86441729
ENSG00000164053		3		48488114		48507115
ENSG00000267784		2		179588184		179591773
ENSG00000266413		2		179641653		179644689
ENSG00000231464		3		195723609		195725104
ENSG00000229349		6		46172466		46175123
ENSG00000218766		6		86578671		86579182
ENSG00000224223		7		54624663		54639419
ENSG00000228413		3		195771566		195772125
ENSG00000231541		2		179866483		179867487
ENSG00000226541		6		46406047		46406356
ENSG00000233817		9		116381508		116384914
ENSG00000228735		7		54643745		54646487
ENSG00000236466		6		46459789		46500495
ENSG00000227482		9		116413236		116445135
ENSG00000237477		2		180138558		180150434
ENSG00000232612		7		54724051		54724427
ENSG00000214669		9		116521274		116521699
ENSG00000237964		2		180264455		180265602
ENSG00000224652		3		195869507		195887761
ENSG00000232905		9		116612967		116613912
ENSG00000234707		7		54827118		54872621
ENSG00000242973		6		46638181		46655902
ENSG00000218586		7		55001392		55005877
ENSG00000213126		2		180678978		180679402
ENSG00000228028		3		195977420		195978525
ENSG00000225258		2		181436439		181557181
ENSG00000226564		2		181737594		181738141
ENSG00000213213		9		139690802		139704494
ENSG00000237418		3		196024932		196025086
ENSG00000236667		2		181803557		181804025
ENSG00000220069		6		86796133		86796852
ENSG00000144959		3		172348039		172429008
ENSG00000236153		2		181844154		181844817
ENSG00000131379		3		14716606		14814541
ENSG00000235897		3		196045201		196052441
ENSG00000186603		1		45792545		45794347
ENSG00000238171		2		181940778		181970695
ENSG00000217272		6		86880165		86880736
ENSG00000226345		3		196150193		196150393
ENSG00000225822		3		196158235		196160242
ENSG00000237868		4		122998995		122999473
ENSG00000136514		3		187086120		187089864
ENSG00000246430		8		57408805		57472382
ENSG00000249959		5		107035536		107052542
ENSG00000132781		1		45794835		45806142
ENSG00000220831		6		86923955		86924297
ENSG00000248827		5		107060662		107062818
ENSG00000163703		3		9975506		9987097
ENSG00000157005		3		187386694		187388187
ENSG00000219500		6		87141962		87142387
ENSG00000244245		5		107929310		107929668
ENSG00000218561		6		87439426		87439826
ENSG00000215198		9		35147407		35149181
ENSG00000219190		6		87478240		87478650
ENSG00000249921		5		108119799		108121253
ENSG00000254331		8		81557174		81557408
ENSG00000248429		4		159091904		159124029
ENSG00000198471		3		187416047		187420345
ENSG00000127989		7		91500243		91510034
ENSG00000260418		6		136656852		136657225
ENSG00000253516		8		81724377		81724816
ENSG00000254060		8		81949199		81953066
ENSG00000220660		6		136685267		136686217
ENSG00000254177		8		81970758		81979979
ENSG00000228804		3		187420101		187451637
ENSG00000253214		8		82066514		82076834
ENSG00000254014		8		82156391		82156573
ENSG00000170827		9		135957926		135962742
ENSG00000231379		9		65696702		65725786
ENSG00000236164		6		46726033		46728895
ENSG00000113916		3		187439165		187463515
ENSG00000154814		3		16306706		16378822
ENSG00000225730		6		46871208		46876815
ENSG00000248766		5		20158771		20159065
ENSG00000235815		6		169116745		169123604
ENSG00000253677		8		82167105		82167464
ENSG00000223584		7		90261220		90261882
ENSG00000225515		6		47495926		47496397
ENSG00000214132		5		20304154		20305557
ENSG00000251073		4		159103977		159104545
ENSG00000254027		8		82192106		82193681
ENSG00000235119		9		117159004		117160783
ENSG00000235797		9		117335181		117335651
ENSG00000250604		4		159120257		159121594
ENSG00000230054		9		117418584		117424654
ENSG00000217769		6		87606836		87607139
ENSG00000256453		5		140050379		140053171
ENSG00000220240		6		87607265		87607401
ENSG00000214457		6		87680184		87680911
ENSG00000217169		6		87709764		87710007
ENSG00000217776		6		87779874		87780179
ENSG00000215477		6		87831411		87832406
ENSG00000070950		3		8817088		9005457
ENSG00000004766		7		92861653		92988338
ENSG00000230601		9		117428716		117434029
ENSG00000237626		9		92740564		92749768
ENSG00000253495		8		120630402		120630714
ENSG00000227555		9		92782936		92803781
ENSG00000245330		8		120879659		120886728
ENSG00000250383		5		108153742		108166491
ENSG00000253531		8		120884718		120886723
ENSG00000234910		9		92843579		92844851
ENSG00000250441		5		108230048		108230329
ENSG00000254343		8		121064419		121068440
ENSG00000216813		6		47530358		47530754
ENSG00000185074		9		92978321		92979206
ENSG00000226254		7		90736689		90737108
ENSG00000218819		2		21346789		21366144
ENSG00000225072		9		92994467		92995423
ENSG00000243144		7		90940683		91144724
ENSG00000231107		9		93063184		93195787
ENSG00000226594		6		47697563		47708477
ENSG00000216616		6		47720564		47720976
ENSG00000250290		8		121647798		121650444
ENSG00000230284		9		117458202		117458595
ENSG00000225843		7		90949443		90950418
ENSG00000254690		8		145538253		145538801
ENSG00000229817		9		117607874		117610865
ENSG00000249854		5		20305674		20331565
ENSG00000248318		8		121773493		121789072
ENSG00000119771		2		23608088		23931481
ENSG00000235450		7		91010093		91186163
ENSG00000223665		7		91268162		91272827
ENSG00000229613		9		93225806		93345026
ENSG00000170445		5		140052758		140071609
ENSG00000242870		7		91321323		91510004
ENSG00000119440		9		136100292		136103993
ENSG00000188693		7		91763918		91810039
ENSG00000176857		5		108387013		108388158
ENSG00000253619		8		121925305		122131994
ENSG00000171462		6		43418090		43424370
ENSG00000243107		7		91829328		91836171
ENSG00000249476		5		108572821		108662070
ENSG00000248867		5		108784050		108784764
ENSG00000118482		6		64345725		64489229
ENSG00000251367		5		108803054		108803653
ENSG00000248876		5		108806544		108807287
ENSG00000239872		8		122392377		122392705
ENSG00000118507		6		131456806		131604675
ENSG00000248690		8		122651533		122656933
ENSG00000178149		3		49052921		49059726
ENSG00000188656		Y		9215731		9218480
ENSG00000132305		2		86371055		86422893
ENSG00000237802		Y		9225731		9233636
ENSG00000255354		8		11415975		11417529
ENSG00000224057		7		55247443		55256627
ENSG00000237210		7		55311940		55313374
ENSG00000236316		9		93504808		93505662
ENSG00000230066		Y		9334896		9342768
ENSG00000270073		Y		9345205		9347784
ENSG00000230564		7		55327502		55327949
ENSG00000168906		2		85766288		85772403
ENSG00000248440		5		108833578		108834809
ENSG00000239255		3		179170183		179170207
ENSG00000214794		5		108924039		108925293
ENSG00000181260		3		179182134		179183116
ENSG00000216613		6		136740985		136741563
ENSG00000213165		3		179343366		179345434
ENSG00000249068		5		109175829		109176393
ENSG00000243977		3		179367282		179367988
ENSG00000146676		7		44915896		44924960
ENSG00000270178		3		179521851		179522154
ENSG00000243799		3		179593164		179599397
ENSG00000228216		9		93719542		93727675
ENSG00000244302		3		179616017		179639683
ENSG00000260454		9		93759336		93764153
ENSG00000249518		5		147231207		147232222
ENSG00000253224		5		109220311		109221124
ENSG00000248362		5		147265649		147266441
ENSG00000230537		9		93867239		93869586
ENSG00000225879		6		169362705		169364436
ENSG00000248966		5		110283728		110286479
ENSG00000112619		6		42664340		42690312
ENSG00000251320		5		147266675		147267267
ENSG00000229720		6		169434292		169435737
ENSG00000213158		3		179918924		179930896
ENSG00000242290		3		114172440		114238979
ENSG00000234519		6		169467913		169469519
ENSG00000241295		3		114403427		114406456
ENSG00000254244		8		4644854		4646106
ENSG00000239946		3		114591961		114595361
ENSG00000239880		3		180040895		180042847
ENSG00000240002		3		114649388		114650296
ENSG00000230936		7		55410009		55412651
ENSG00000241696		3		180131962		180140294
ENSG00000242767		3		114819270		114821908
ENSG00000251516		4		22609124		22612686
ENSG00000223475		7		55640864		55656029
ENSG00000239774		3		180284506		180319723
ENSG00000242880		3		114970043		115004194
ENSG00000233977		7		55659767		55660886
ENSG00000241946		3		180307675		180307835
ENSG00000231394		7		55661470		55662699
ENSG00000237350		4		22728998		22729573
ENSG00000243187		3		180397872		180418237
ENSG00000234844		7		55705967		55706535
ENSG00000244157		3		114997972		114998707
ENSG00000242068		3		180490538		180491702
ENSG00000241596		3		115377380		115380126
ENSG00000240922		3		116078871		116088937
ENSG00000235207		7		55713313		55714644
ENSG00000241473		3		180538332		180539400
ENSG00000231317		7		55724461		55746183
ENSG00000230927		7		92042290		92068876
ENSG00000239516		3		180545765		180547638
ENSG00000253262		8		4930167		4930391
ENSG00000240486		8		5334070		5334488
ENSG00000143952		2		64120035		64246206
ENSG00000241397		3		116271320		116287111
ENSG00000176826		7		55748767		55780945
ENSG00000124659		6		42712219		42714558
ENSG00000198406		3		116364592		116365574
ENSG00000213157		3		180605465		180605863
ENSG00000248837		4		22999174		23058485
ENSG00000260356		3		180698226		180700537
ENSG00000243197		3		116428253		116442428
ENSG00000253510		8		5363590		5366648
ENSG00000242808		3		180707558		181554668
ENSG00000254007		8		5517201		5527599
ENSG00000249645		4		23107125		23125110
ENSG00000223485		6		169558187		169563019
ENSG00000248428		5		110306650		110344598
ENSG00000253571		8		5706219		5707214
ENSG00000249547		4		23236248		23287196
ENSG00000242385		3		116640278		116651085
ENSG00000261039		6		169575401		169582835
ENSG00000136286		7		45002261		45018697
ENSG00000253189		8		5893955		5894496
ENSG00000226445		6		169613349		169639660
ENSG00000243014		3		116745545		116745886
ENSG00000251220		4		23516563		23516907
ENSG00000239268		3		117391001		117716439
ENSG00000253880		8		5901875		6115058
ENSG00000233085		6		169686629		169689311
ENSG00000240393		3		117393189		117393991
ENSG00000241213		3		117397540		117409779
ENSG00000224999		6		169696566		169698054
ENSG00000112624		6		42749765		42836298
ENSG00000226194		6		169770093		169788480
ENSG00000232640		6		170125187		170125950
ENSG00000242816		3		117509520		117512612
ENSG00000243276		3		117723666		118276515
ENSG00000250137		4		23562546		23770275
ENSG00000246089		8		6261072		6264663
ENSG00000249623		4		169569047		169569738
ENSG00000254376		8		88800790		88801916
ENSG00000239877		3		118661920		118667088
ENSG00000251292		4		23724885		23735202
ENSG00000253171		8		88986393		89031341
ENSG00000170983		8		11433822		11438851
ENSG00000196639		3		11178779		11305243
ENSG00000218424		6		136797000		136797288
ENSG00000214676		4		169676967		169677533
ENSG00000240254		3		118945333		119009513
ENSG00000242829		3		119017512		119017859
ENSG00000241155		3		119033140		119041607
ENSG00000234263		6		136950310		136969137
ENSG00000213109		6		137221371		137222667
ENSG00000242052		3		119354373		119354997
ENSG00000233404		2		102508955		102511150
ENSG00000239994		3		119462986		119469197
ENSG00000240471		3		119510676		119511400
ENSG00000115590		2		102608306		102645006
ENSG00000114480		3		81538850		81811312
ENSG00000239835		3		119747587		119748715
ENSG00000241546		3		119760037		119760384
ENSG00000242622		3		119813742		119855630
ENSG00000250223		4		101581436		101596270
ENSG00000226068		6		48116939		48117741
ENSG00000227418		2		193614571		193641625
ENSG00000124813		6		45295894		45632086
ENSG00000226242		2		193638808		193639142
ENSG00000240882		3		120025573		120026799
ENSG00000240661		3		120068357		120086845
ENSG00000232658		2		194121208		194122482
ENSG00000242613		3		120106876		120108162
ENSG00000127914		7		91570181		91739987
ENSG00000196670		5		180274611		180288286
ENSG00000240774		3		120203018		120203374
ENSG00000244441		3		120231697		120232035
ENSG00000196095		3		120262892		120263292
ENSG00000235218		2		194141393		194142339
ENSG00000240452		3		120440871		120441158
ENSG00000243257		3		120441305		120441493
ENSG00000227704		6		170125600		170139088
ENSG00000198742		7		98625061		98741723
ENSG00000213371		3		120524713		120525592
ENSG00000243593		3		120552287		120555207
ENSG00000224219		2		194595279		194595413
ENSG00000243813		3		120817955		120818621
ENSG00000242103		3		121075838		121076787
ENSG00000260142		2		194763091		194764118
ENSG00000224670		2		194892643		194892888
ENSG00000242445		3		121212957		121213755
ENSG00000215043		2		194994078		194994990
ENSG00000236695		2		195052103		195053033
ENSG00000251266		4		59850000		59912677
ENSG00000227203		8		11647514		11647897
ENSG00000225539		2		195208993		195284369
ENSG00000152705		5		134303596		134347392
ENSG00000225394		2		195319305		195319866
ENSG00000230173		2		195595319		195626159
ENSG00000235056		2		195868435		195891094
ENSG00000218313		6		87883086		87884021
ENSG00000224971		7		55799837		55800124
ENSG00000224099		2		196313256		196343649
ENSG00000187098		3		69788586		70017488
ENSG00000223466		2		196397759		196403405
ENSG00000061938		3		195590235		195638816
ENSG00000269496		3		172361483		172361740
ENSG00000234919		2		196434352		196437694
ENSG00000114346		3		172468472		172539264
ENSG00000213107		2		196447518		196448755
ENSG00000203435		2		196858983		196860404
ENSG00000230350		6		137295067		137295354
ENSG00000227878		2		196928036		196928687
ENSG00000242140		3		180864021		180864251
ENSG00000237806		3		180960133		180960689
ENSG00000251664		5		140255058		140391929
ENSG00000229056		2		197124748		197128928
ENSG00000241231		3		181138846		181160274
ENSG00000249609		4		169750070		169754088
ENSG00000253553		8		89339065		89749363
ENSG00000225391		6		137303302		137314371
ENSG00000235294		3		181222863		181223667
ENSG00000239381		3		181251965		181253669
ENSG00000225636		2		197879714		197880739
ENSG00000224442		2		197893435		197894867
ENSG00000231621		2		198062715		198063997
ENSG00000239805		3		181565314		181565673
ENSG00000213155		3		181584139		181584942
ENSG00000236977		2		198115582		198167243
ENSG00000242512		3		181670131		181728466
ENSG00000235399		6		137316307		137320641
ENSG00000224972		9		6902670		6978859
ENSG00000251445		4		169931581		169932090
ENSG00000213108		6		137865034		137865509
ENSG00000251219		4		101699739		101712392
ENSG00000214671		4		170087423		170088268
ENSG00000230207		9		7477045		7478320
ENSG00000251636		4		101733412		101735437
ENSG00000170482		5		138702885		138720242
ENSG00000230482		2		198127835		198128259
ENSG00000178654		9		7597823		7598377
ENSG00000225979		2		198176117		198177464
ENSG00000230533		6		137994597		137995691
ENSG00000213104		2		198244425		198245616
ENSG00000251627		5		110319262		110320165
ENSG00000231699		2		198398527		198398689
ENSG00000253613		5		110412619		110427813
ENSG00000237035		2		199052526		199056245
ENSG00000236653		2		199164087		199239821
ENSG00000232600		8		145660602		145665354
ENSG00000225421		2		199417919		199637080
ENSG00000231557		2		199747297		199936514
ENSG00000236461		9		117881818		117900688
ENSG00000230407		2		199973307		199974811
ENSG00000257045		2		200190033		200194085
ENSG00000225953		2		200322423		200341658
ENSG00000115594		2		102681004		102796334
ENSG00000234663		2		181966659		182264286
ENSG00000254578		8		145689200		145690484
ENSG00000234692		9		118014817		118016530
ENSG00000227145		4		123540138		123610311
ENSG00000255182		8		145721001		145730827
ENSG00000250346		5		147301742		147302984
ENSG00000249503		5		147600923		147601205
ENSG00000238217		2		200472791		200523855
ENSG00000226681		2		182286881		182290476
ENSG00000234595		2		182547840		182550434
ENSG00000225240		3		196179867		196179926
ENSG00000120733		5		137688285		137772717
ENSG00000220412		6		138026560		138028338
ENSG00000213358		3		196254210		196255662
ENSG00000225570		2		182555107		182558142
ENSG00000225770		3		196263403		196263573
ENSG00000223873		2		182559169		182559627
ENSG00000260742		2		182752578		182756390
ENSG00000228714		9		118501942		118506518
ENSG00000213958		2		182825939		182827205
ENSG00000232065		3		196358369		196359458
ENSG00000234956		6		138051307		138060120
ENSG00000175164		9		136131053		136150617
ENSG00000232430		2		183652825		183653162
ENSG00000230732		3		196639972		196641450
ENSG00000204148		9		118650448		118687486
ENSG00000231203		2		183935768		183937214
ENSG00000225578		3		196666748		196669405
ENSG00000224643		2		183948133		183973247
ENSG00000270170		3		196669494		196670411
ENSG00000132773		1		45805342		45809647
ENSG00000228707		9		118774640		118775244
ENSG00000213120		2		184125370		184125774
ENSG00000233487		3		196710761		196714429
ENSG00000177855		2		184472170		184472847
ENSG00000228109		3		196726331		196731615
ENSG00000266896		6		170170509		170172138
ENSG00000234172		2		184769256		184813839
ENSG00000229214		6		170188886		170198921
ENSG00000235842		6		138144810		138147031
ENSG00000226604		9		119048108		119051048
ENSG00000231690		6		170190417		170202969
ENSG00000237824		2		185766838		185767289
ENSG00000225406		2		186411862		186412545
ENSG00000237499		6		138178423		138188841
ENSG00000226747		2		186584601		186605206
ENSG00000227375		3		197025123		197030618
ENSG00000248109		5		147618133		147622157
ENSG00000113303		5		180326077		180377906
ENSG00000058404		7		44256749		44374176
ENSG00000247199		5		147647870		147763346
ENSG00000235126		3		197171932		197185194
ENSG00000236173		6		170209414		170210198
ENSG00000231646		2		186648418		186664878
ENSG00000232197		6		170477741		170478251
ENSG00000229912		3		197177198		197183525
ENSG00000237167		3		197185276		197193976
ENSG00000218716		6		170514993		170515482
ENSG00000251629		5		20611949		20937800
ENSG00000224019		2		186821314		186821790
ENSG00000153165		2		107021446		107084832
ENSG00000237877		2		186897618		186947960
ENSG00000075785		3		128444965		128533639
ENSG00000230960		6		170563422		170571657
ENSG00000249382		4		59852905		59853878
ENSG00000183185		3		97705517		97754148
ENSG00000269899		8		11703663		11703900
ENSG00000249834		5		147686861		147687821
ENSG00000226410		2		187027676		187027972
ENSG00000255144		8		11753359		11754379
ENSG00000232568		2		187126146		187126646
ENSG00000254282		5		147693506		147695485
ENSG00000259915		2		187219299		187221500
ENSG00000251330		5		147809722		147810370
ENSG00000250375		4		59912738		59940974
ENSG00000227692		2		187229325		187229855
ENSG00000224323		2		187353297		187353852
ENSG00000249111		4		60018552		60041864
ENSG00000227227		2		187506066		187560014
ENSG00000254948		8		11777409		11778318
ENSG00000226553		2		187866603		187868104
ENSG00000249392		4		60416860		60496042
ENSG00000224063		2		187867947		188419390
ENSG00000227508		6		170584462		170588557
ENSG00000249490		5		20612734		20614874
ENSG00000249892		4		60633534		60657832
ENSG00000248308		5		20830275		20831056
ENSG00000206014		8		11786101		11787072
ENSG00000240236		3		122036456		122037588
ENSG00000248286		5		21196829		21196969
ENSG00000261003		6		170723227		170728413
ENSG00000253297		5		148024250		148025953
ENSG00000242531		3		122135729		122135859
ENSG00000250072		5		148442880		148489350
ENSG00000249066		4		61616304		61655717
ENSG00000231739		2		188280279		188280545
ENSG00000217874		6		170948694		170949631
ENSG00000248237		4		61649833		61650414
ENSG00000243918		3		122379460		122381285
ENSG00000231689		2		188577543		189152418
ENSG00000255174		8		11856596		11856977
ENSG00000239523		3		123304389		123363415
ENSG00000249359		5		21323982		21341484
ENSG00000069011		5		134362615		134370503
ENSG00000235616		2		188690068		188691176
ENSG00000213938		2		200524274		200525452
ENSG00000244757		9		119050897		119080968
ENSG00000183666		5		21341942		21544886
ENSG00000213115		2		189091916		189093109
ENSG00000232732		2		200732119		200775882
ENSG00000223523		2		189463518		189704171
ENSG00000250174		3		123408491		123411254
ENSG00000261139		8		145721763		145725663
ENSG00000228073		2		189959789		189960884
ENSG00000145012		3		187871072		188608460
ENSG00000213601		2		190175989		190176693
ENSG00000160957		8		145736667		145743229
ENSG00000240622		3		123870807		123871910
ENSG00000233996		2		190351206		190352718
